college,state,students,privateorpublic,acceptance_rate,city,address,zip,urbanicity,website,school_type,graduation_rate,GPA,Division,tuition,fields_of_study_json,student_faculty_ratio,race_ethnicity_json,sat_score,act_score
Lakeland University,ウィスコンシン州(WI),1281,私立,0.9951,Plymouth,W3718 South Drive,53073,田舎,www.lakeland.edu/,N/A,0.4747,N/A,N/A,N/A,N/A,,,,
Lakeshore Technical College,ウィスコンシン州(WI),1747,州立,,Cleveland,1290 North Avenue,53015-1414,田舎,gotoltc.edu/,2年制,0.4975,N/A,N/A,N/A,N/A,,,,
Lawrence University,ウィスコンシン州(WI),1411,私立,0.7227,Appleton,College Ave,54911,都市部,https://www.lawrence.edu/,N/A,0.7927,N/A,N/A,N/A,N/A,,,,
Maranatha Baptist University,ウィスコンシン州(WI),571,私立,0.7508,Watertown,745 West Main Street,53094,町,www.mbu.edu/,N/A,0.5637,N/A,N/A,N/A,N/A,,,,
Marian University,ウィスコンシン州(WI),1058,私立,0.7155,Fond Du Lac,45 S National Ave,54935-4699,都市部,https://www.marianuniversity.edu/,N/A,0.536,N/A,N/A,N/A,N/A,,,,
Marquette University,ウィスコンシン州(WI),7290,私立,0.8721,Milwaukee,1250 W Wisconsin Avenue,53233,都市部,www.marquette.edu/,N/A,0.8196,N/A,N/A,N/A,N/A,,,,
Medical College of Wisconsin,ウィスコンシン州(WI),,私立,,Milwaukee,8701 Watertown Plank Road,53226-0509,郊外,www.mcw.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Mid-State Technical College,ウィスコンシン州(WI),2035,州立,,Wisconsin Rapids,500 32nd St N,54494,町,https://www.mstc.edu/,2年制,0.4326,N/A,N/A,N/A,N/A,,,,
Milwaukee Area Technical College,ウィスコンシン州(WI),11082,州立,,Milwaukee,700 W State St,53233-1443,都市部,https://www.matc.edu/,2年制,0.1649,N/A,N/A,N/A,N/A,,,,
Milwaukee Institute of Art & Design,ウィスコンシン州(WI),895,私立,0.6397,Milwaukee,273 E Erie St,53202-6003,都市部,www.miad.edu/,N/A,0.5486,N/A,N/A,N/A,N/A,,,,
Milwaukee School of Engineering,ウィスコンシン州(WI),2562,私立,0.6347,Milwaukee,1025 N Broadway,53202-3109,都市部,www.msoe.edu/,N/A,0.6865,N/A,N/A,N/A,N/A,,,,
Moraine Park Technical College,ウィスコンシン州(WI),2269,州立,,Fond du Lac,235 N National Avenue,54936-1940,都市部,www.morainepark.edu/,2年制,0.4516,N/A,N/A,N/A,N/A,,,,
Mount Mary University,ウィスコンシン州(WI),640,私立,0.6945,Milwaukee,2900 N. Menomonee River Pky,53222-4597,都市部,www.mtmary.edu/,N/A,0.5492,N/A,N/A,N/A,N/A,,,,
Nashotah House,ウィスコンシン州(WI),,私立,,Nashotah,2777 Mission Rd,53058-9793,郊外,www.nashotah.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Nicolet Area Technical College,ウィスコンシン州(WI),738,州立,,Rhinelander,5364 College Drive,54501-0518,田舎,https://www.nicoletcollege.edu/,2年制,0.4683,N/A,N/A,N/A,N/A,,,,
Northcentral Technical College,ウィスコンシン州(WI),2958,州立,,Wausau,1000 Campus Dr,54401-1899,都市部,www.ntc.edu/,2年制,0.3028,N/A,N/A,N/A,N/A,,,,
Northeast Wisconsin Technical College,ウィスコンシン州(WI),6966,州立,,Green Bay,2740 W Mason St,54307-9042,都市部,https://www.nwtc.edu/,2年制,0.5197,N/A,N/A,N/A,N/A,,,,
Northland College,ウィスコンシン州(WI),508,私立,0.6839,Ashland,1411 Ellis Avenue,54806-3999,町,https://www.northland.edu/,N/A,0.5588,N/A,N/A,N/A,N/A,,,,
Ripon College,ウィスコンシン州(WI),754,私立,0.8133,Ripon,300 West Seward Street,54971-0248,町,www.ripon.edu/,N/A,0.5911,N/A,N/A,N/A,N/A,,,,
Saint Norbert College,ウィスコンシン州(WI),1784,私立,0.8359,De Pere,100 Grant St,54115-2099,郊外,www.snc.edu/,N/A,0.7483,N/A,N/A,N/A,N/A,,,,
State College of Beauty Culture Inc,ウィスコンシン州(WI),39,営利,,Wausau,1930 Grand Avenue,54403,都市部,www.statecollegeofbeauty.com/,2年制,0.6957,N/A,N/A,N/A,N/A,,,,
Southwest Wisconsin Technical College,ウィスコンシン州(WI),1381,州立,,Fennimore,1800 Bronson Blvd,53809-9778,田舎,https://www.swtc.edu/,2年制,0.5731,N/A,N/A,N/A,N/A,,,,
Viterbo University,ウィスコンシン州(WI),1456,私立,0.7238,La Crosse,900 Viterbo Drive,54601-8804,都市部,https://www.viterbo.edu/,N/A,0.626,N/A,N/A,N/A,N/A,,,,
Chippewa Valley Technical College,ウィスコンシン州(WI),4074,州立,,Eau Claire,620 W Clairemont Ave,54701-6162,都市部,www.cvtc.edu/,2年制,0.439,N/A,N/A,N/A,N/A,,,,
Waukesha County Technical College,ウィスコンシン州(WI),4180,州立,,Pewaukee,800 Main Street,53072-4601,郊外,https://www.wctc.edu/,2年制,0.4552,N/A,N/A,N/A,N/A,,,,
Western Technical College,ウィスコンシン州(WI),3507,州立,,La Crosse,400 Seventh St. North,54601,都市部,https://www.westerntc.edu/,2年制,0.4245,N/A,N/A,N/A,N/A,,,,
University of Wisconsin-Whitewater,ウィスコンシン州(WI),8893,州立,0.8238,Whitewater,800 W Main St,53190-1790,町,www.uww.edu/,N/A,0.6256,N/A,N/A,N/A,N/A,,,,
Northwood Technical College,ウィスコンシン州(WI),2092,州立,,Rice Lake,1900 College Dr.,54868,町,https://www.northwoodtech.edu/,2年制,0.5927,N/A,N/A,N/A,N/A,,,,
Wisconsin School of Professional Psychology,ウィスコンシン州(WI),,私立,,Milwaukee,9120 W Hampton Ave,53225-4960,都市部,www.wspp.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
University of Wisconsin-Eau Claire,ウィスコンシン州(WI),9138,州立,0.7662,Eau Claire,105 Garfield Ave,54701,都市部,www.uwec.edu/,N/A,0.6664,N/A,N/A,N/A,N/A,,,,
University of Wisconsin-Green Bay,ウィスコンシン州(WI),6305,州立,0.8962,Green Bay,2420 Nicolet Dr,54311-7001,都市部,www.uwgb.edu/,N/A,0.534,N/A,N/A,N/A,N/A,,,,
University of Wisconsin-La Crosse,ウィスコンシン州(WI),9137,州立,0.7425,La Crosse,1725 State St,54601-9959,都市部,www.uwlax.edu/,N/A,0.714,N/A,N/A,N/A,N/A,,,,
Wisconsin Lutheran College,ウィスコンシン州(WI),990,私立,0.9383,Milwaukee,8800 W Bluemound Rd,53226-4699,都市部,www.wlc.edu/,N/A,0.6384,N/A,N/A,N/A,N/A,,,,
University of Wisconsin-Oshkosh,ウィスコンシン州(WI),7812,州立,0.8852,Oshkosh,800 Algoma Blvd,54901,都市部,https://www.uwosh.edu/,N/A,0.5635,N/A,N/A,N/A,N/A,,,,
University of Wisconsin-Parkside,ウィスコンシン州(WI),2969,州立,0.7283,Kenosha,900 Wood Rd,53144,田舎,https://www.uwp.edu/,N/A,0.4076,N/A,N/A,N/A,N/A,,,,
Herzing University-Madison,ウィスコンシン州(WI),1783,私立,0.9448,Madison,5218 E. Terrace Dr.,53718,都市部,https://www.herzing.edu/,2年制,0.2864,N/A,N/A,N/A,N/A,,,,
University of Wisconsin-Stout,ウィスコンシン州(WI),6176,州立,0.8631,Menomonie,712 S Broadway St,54751,町,www.uwstout.edu/,N/A,0.5401,N/A,N/A,N/A,N/A,,,,
University of Wisconsin-Superior,ウィスコンシン州(WI),2021,州立,0.956,Superior,1605 Catlin Ave,54880-4500,郊外,https://www.uwsuper.edu/,N/A,0.4154,N/A,N/A,N/A,N/A,,,,
University of Wisconsin-Madison,ウィスコンシン州(WI),35184,州立,0.4906,Madison,500 Lincoln Dr,53706-1380,都市部,www.wisc.edu/,N/A,0.8921,N/A,N/A,N/A,N/A,,,,
University of Wisconsin-Milwaukee,ウィスコンシン州(WI),17076,州立,0.8632,Milwaukee,2200 E Kenwood Blvd,53211,都市部,uwm.edu/,N/A,0.476,N/A,N/A,N/A,N/A,,,,
University of Wisconsin-Platteville,ウィスコンシン州(WI),5920,州立,0.8543,Platteville,1 University Plaza,53818-3099,町,https://www.uwplatt.edu/,N/A,0.6,N/A,N/A,N/A,N/A,,,,
University of Wisconsin-River Falls,ウィスコンシン州(WI),4327,州立,0.8448,River Falls,410 S 3rd St,54022-5001,町,https://www.uwrf.edu/,N/A,0.579,N/A,N/A,N/A,N/A,,,,
University of Wisconsin-Stevens Point,ウィスコンシン州(WI),6995,州立,0.8905,Stevens Point,2100 Main St,54481-3897,町,https://www.uwsp.edu/,N/A,0.5572,N/A,N/A,N/A,N/A,,,,
Casper College,ワイオミング州(WY),2222,州立,,Casper,125 College Drive,82601-4699,都市部,https://www.caspercollege.edu/,4年制,0.3955,N/A,N/A,N/A,N/A,,,,
Central Wyoming College,ワイオミング州(WY),987,州立,,Riverton,2660 Peck Avenue,82501,町,https://www.cwc.edu/,4年制,0.3971,N/A,N/A,N/A,N/A,,,,
Eastern Wyoming College,ワイオミング州(WY),509,州立,,Torrington,3200 West C St,82240-1699,町,https://ewc.wy.edu/,4年制,0.3721,N/A,N/A,N/A,N/A,,,,
Laramie County Community College,ワイオミング州(WY),2394,州立,,Cheyenne,1400 E College Dr,82007-3299,田舎,https://www.lccc.wy.edu/,4年制,0.284,N/A,N/A,N/A,N/A,,,,
Northwest College,ワイオミング州(WY),889,州立,,Powell,231 W 6th St,82435-1898,町,www.nwc.edu/,4年制,0.4155,N/A,N/A,N/A,N/A,,,,
Northern Wyoming Community College District,ワイオミング州(WY),1700,州立,,Sheridan,1 Whitney Way,82801,町,https://www.sheridan.edu/,4年制,0.3726,N/A,N/A,N/A,N/A,,,,
Western Wyoming Community College,ワイオミング州(WY),1239,州立,,Rock Springs,2500 College Dr,82901,町,https://www.westernwyoming.edu/,4年制,0.3607,N/A,N/A,N/A,N/A,,,,
Cheeks Beauty Academy,ワイオミング州(WY),45,営利,,Cheyenne,207 W 18 St,82001-4413,都市部,www.cheeksusa.com/,2年制,0.6947,N/A,N/A,N/A,N/A,,,,
WyoTech,ワイオミング州(WY),993,営利,,Laramie,1889 Venture Drive,82070-9519,町,https://www.wyotech.edu/,2年制,0.8317,N/A,N/A,N/A,N/A,,,,
University of Wyoming,ワイオミング州(WY),8363,州立,0.9598,Laramie,Corner of Ninth and Ivinson,82071,町,https://www.uwyo.edu/,N/A,0.6054,N/A,N/A,N/A,N/A,,,,
American Samoa Community College,アメリカ領サモア(AS),966,州立,,Pago Pago,P.O. Box 2609,96799-2609,田舎,www.amsamoa.edu/,4年制,0.3427,N/A,N/A,N/A,N/A,,,,
Guam Community College,グアム(GU),1473,州立,,Mangilao,1 Sesame Street,96913,郊外,www.guamcc.edu/,4年制,0.1698,N/A,N/A,N/A,N/A,,,,
University of Guam,グアム(GU),2629,州立,,Mangilao,"303 University Drive, UOG Station",96923,郊外,https://www.uog.edu/,N/A,0.3959,N/A,N/A,N/A,N/A,,,,
Northern Marianas College,北マリアナ諸島(MP),1279,州立,,Saipan,As Terlaje Campus,96950-1250,町,www.marianas.edu/,4年制,0.3353,N/A,N/A,N/A,N/A,,,,
Institute of Beauty Careers,プエルトリコ(PR),131,営利,,Arecibo,199 Llorens Torres Ave Corner To Coll y Toste St,613,都市部,www.ibcbelleza.com/,2年制,0.4886,N/A,N/A,N/A,N/A,,,,
American Educational College,プエルトリコ(PR),141,営利,,Bayamon,45 Santa Cruz Street,961,都市部,https://www.amedcopr.com/,2年制,0.3765,N/A,N/A,N/A,N/A,,,,
Antilles School of Technical Careers,プエルトリコ(PR),397,営利,,San Juan,Calle Cayey # 1911,909,都市部,https://antillespr.edu/,2年制,0.5899,N/A,N/A,N/A,N/A,,,,
Universidad Adventista de las Antillas,プエルトリコ(PR),787,私立,0.8308,Mayaguez,Carr 106 Km 2.2 Int,00680-0000,郊外,https://www.uaa.edu/,N/A,0.4538,N/A,N/A,N/A,N/A,,,,
Atlantic University,プエルトリコ(PR),1577,私立,,Guaynabo,Colton St. # 9,970,都市部,www.atlanticu.edu/,N/A,0.4044,N/A,N/A,N/A,N/A,,,,
Universidad Central de Bayamon,プエルトリコ(PR),602,私立,0.8036,BayamÃ³n,Avenida Zaya Verde La Milagrosa Barrio Hato Tejas,00960-1725,都市部,ucb.edu.pr/,N/A,0.3353,N/A,N/A,N/A,N/A,,,,
Columbia Central University-Caguas,プエルトリコ(PR),1882,営利,,Caguas,Carr 183 Km 1.7,726,都市部,columbiacentral.edu/,2年制,0.5865,N/A,N/A,N/A,N/A,,,,
Albizu University-San Juan,プエルトリコ(PR),701,私立,1,San Juan,"151 Tanca St, Corner San Francisco St, Old San Juan",00902-3711,都市部,https://www.albizu.edu/,N/A,0.5816,N/A,N/A,N/A,N/A,,,,
Caribbean University-Bayamon,プエルトリコ(PR),645,私立,,Bayamon,167 Ave.  Km 21.2,00960-0493,都市部,www.caribbean.edu/,N/A,0.2203,N/A,N/A,N/A,N/A,,,,
Caribbean University-Carolina,プエルトリコ(PR),131,私立,,Carolina,Calle Ignacio Arzuaga #208,985,郊外,www.caribbean.edu/,N/A,0.3247,N/A,N/A,N/A,N/A,,,,
Pontifical Catholic University of Puerto Rico-Arecibo,プエルトリコ(PR),290,私立,0.9821,Arecibo,Carretera 662 KM 2.3,00614-4045,郊外,www.pucpr.edu/arecibo,N/A,0.383,N/A,N/A,N/A,N/A,,,,
Pontifical Catholic University of Puerto Rico-Ponce,プエルトリコ(PR),4075,私立,0.9474,Ponce,2250 Boulevard Luis A. Ferre Aguayo Suite 608,00717-9997,都市部,https://www.pucpr.edu/,N/A,0.427,N/A,N/A,N/A,N/A,,,,
CEM College-San Juan,プエルトリコ(PR),210,営利,,San Juan,1206  13th. Street  Ext San Agustin,00926-1931,都市部,www.cemcollege.edu/cem/,N/A,0.3689,N/A,N/A,N/A,N/A,,,,
Universidad Teologica del Caribe,プエルトリコ(PR),280,私立,,Trujillo Alto,"Road 848 Km. 0.5 Callejon Marquez, Bo. Saint Just",00978-0901,郊外,utcpr.edu/,N/A,0.3934,N/A,N/A,N/A,N/A,,,,
Colegio Universitario de San Juan,プエルトリコ(PR),596,州立,0.9846,San Juan,180 Jose Oliver St Tres Monjitas  Ind. Park,918,都市部,www.cunisanjuan.edu/,N/A,0.3153,N/A,N/A,N/A,N/A,,,,
Universidad Ana G. Mendez-Cupey Campus,プエルトリコ(PR),4780,私立,,San Juan,1399 Ave. Ana G. Mendez,00926-2602,都市部,uagm.edu/,N/A,0.328,N/A,N/A,N/A,N/A,,,,
Puerto Rico Conservatory of Music,プエルトリコ(PR),282,州立,0.8448,San Juan,951 Ponce de Leon Avenue,00907-3373,都市部,cmpr.edu/,N/A,0.6274,N/A,N/A,N/A,N/A,,,,
Center for Advanced Studies On Puerto Rico and the Caribbean,プエルトリコ(PR),,私立,,San Juan,Calle Del Cristo #52,901,都市部,ceaprc.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
EDP University of Puerto Rico Inc-San Sebastian,プエルトリコ(PR),922,私立,0.9008,San Sebastian,Betances # 49,685,郊外,www.edpuniversity.edu/,4年制,0.3411,N/A,N/A,N/A,N/A,,,,
Emma's Beauty Academy-Mayaguez,プエルトリコ(PR),235,営利,,Mayaguez,Calle Dr. Basora #4 Esq. Ramos Antonini y Riera Palmer,00680-4222,都市部,www.emmasbeautyacademy.net/,2年制,0.6864,N/A,N/A,N/A,N/A,,,,
Escuela de Artes Plasticas y Diseno de Puerto Rico,プエルトリコ(PR),489,州立,1,San Juan,Barrio Ballaja Campo Del Morro,00902-1112,都市部,www.eap.edu/,N/A,0.3541,N/A,N/A,N/A,N/A,,,,
Instituto Tecnologico de Puerto Rico-Recinto de Manati,プエルトリコ(PR),298,州立,0.9185,Manati,State Road 2  Km.47.3,00674-1091,郊外,itec.pr/ITPR-Joomla/,4年制,0.5863,N/A,N/A,N/A,N/A,,,,
Huertas College,プエルトリコ(PR),391,営利,,Caguas,#41 Hector R Bunker  St,725,都市部,www.huertas.edu/,2年制,0.4643,N/A,N/A,N/A,N/A,,,,
Humacao Community College,プエルトリコ(PR),214,私立,,Humacao,Georgetti St. #69,791,郊外,www.hccpr.edu/,4年制,0.5286,N/A,N/A,N/A,N/A,,,,
ICPR Junior College-Arecibo,プエルトリコ(PR),326,営利,,Arecibo,20 San Patricio,00614-0067,都市部,www.icprjc.edu/,2年制,0.5512,N/A,N/A,N/A,N/A,,,,
ICPR Junior College-Mayaguez,プエルトリコ(PR),347,営利,,Mayaguez,80 West McKinley St,00681-1108,都市部,www.icprjc.edu/,2年制,0.4944,N/A,N/A,N/A,N/A,,,,
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,プエルトリコ(PR),247,州立,0.75,Guayama,"Urb. Vives, Final Calle Paseo #2",00784-0000,都市部,www.de.gov/itec-2/,4年制,0.3636,N/A,N/A,N/A,N/A,,,,
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,プエルトリコ(PR),165,州立,0.6235,San Juan,Calle Alegria Final Urb las Virtudes,924,都市部,https://instituto-tecnologico-de-puerto-rico-1.jimdosite.com/,4年制,0.3116,N/A,N/A,N/A,N/A,,,,
Inter American University of Puerto Rico-San German,プエルトリコ(PR),2699,私立,0.4011,San German,Rd. 102 Km. 30.6,683,郊外,www.sg.inter.edu/,N/A,0.4192,N/A,N/A,N/A,N/A,,,,
Inter American University of Puerto Rico-Aguadilla,プエルトリコ(PR),2908,私立,0.4568,Aguadilla,"Carr. 459 Int. 463, Barrio Corrales Sector Calero",603,郊外,aguadilla.inter.edu/,N/A,0.354,N/A,N/A,N/A,N/A,,,,
Inter American University of Puerto Rico-Arecibo,プエルトリコ(PR),2352,私立,0.3331,Arecibo,"Hwy 2 Km 80.4, Bo San Daniel Sector Las Canelas",614,都市部,www.arecibo.inter.edu/,N/A,0.3265,N/A,N/A,N/A,N/A,,,,
Inter American University of Puerto Rico-Barranquitas,プエルトリコ(PR),996,私立,0.6777,Barranquitas,Bo Helechal Highway 156 Intersection 719,794,郊外,www.br.inter.edu/,N/A,0.4243,N/A,N/A,N/A,N/A,,,,
Inter American University of Puerto Rico-Metro,プエルトリコ(PR),3099,私立,0.4678,San Juan,Highway #1 Km 16 3 Corner Francisco Sein St,919,都市部,metro.inter.edu/,N/A,0.3454,N/A,N/A,N/A,N/A,,,,
Inter American University of Puerto Rico-Ponce,プエルトリコ(PR),2752,私立,0.5275,Mercedita,104 Turpeaux Industrial Park Rd1,00715-1602,田舎,www.ponce.inter.edu/,N/A,0.4189,N/A,N/A,N/A,N/A,,,,
Inter American University of Puerto Rico-Fajardo,プエルトリコ(PR),1185,私立,0.4465,Fajardo,Calle Union-Batey Central Highway 195,00738-7003,郊外,www.fajardo.inter.edu/,N/A,0.3511,N/A,N/A,N/A,N/A,,,,
Inter American University of Puerto Rico-Guayama,プエルトリコ(PR),1473,私立,0.4696,Guayama,Bo Machete Highway 744 Km 1.2,784,都市部,www.guayama.inter.edu/,N/A,0.3957,N/A,N/A,N/A,N/A,,,,
Inter American University of Puerto Rico-Bayamon,プエルトリコ(PR),3730,私立,0.3381,Bayamon,500 Carr. Dr. John Will Harris,00957-6257,都市部,bayamon.inter.edu/,N/A,0.3277,N/A,N/A,N/A,N/A,,,,
Inter American University of Puerto Rico-School of Law,プエルトリコ(PR),,私立,,San Juan,Calle Federico Costa 170 Urb Ind Tres Monjitas,00936-8351,都市部,www.derecho.inter.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Liceo de Arte y Tecnologia,プエルトリコ(PR),944,営利,,San Juan,405 Ponce de Leon Ave.,917,都市部,www.liceo.edu/,2年制,0.6486,N/A,N/A,N/A,N/A,,,,
Modern Hairstyling Institute-Bayamon,プエルトリコ(PR),171,営利,0.8571,Bayamon,Betances #20 Esquina Degetau,961,都市部,www.modern.edu/,2年制,0.702,N/A,N/A,N/A,N/A,,,,
Modern Hairstyling Institute-Arecibo,プエルトリコ(PR),66,営利,0.87,Arecibo,Vista Azul Shopping Center #2 Km.80.0,612,都市部,www.modern.edu/,2年制,0.695,N/A,N/A,N/A,N/A,,,,
NUC University,プエルトリコ(PR),25359,営利,,Bayamon,Carr. #2 Edificio National College Plaza,960,都市部,www.nuc.edu/,2年制,0.627,N/A,N/A,N/A,N/A,,,,
Ponce Health Sciences University,プエルトリコ(PR),,営利,,Ponce,388 Calle Luis F. Sala,00716-2347,都市部,https://www.psm.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
University of Puerto Rico-Aguadilla,プエルトリコ(PR),1960,州立,0.7684,Aguadilla,Belt St. 252 Ramey Base,00604-1309,郊外,https://www.uprag.edu/,N/A,0.4681,N/A,N/A,N/A,N/A,,,,
University of Puerto Rico-Arecibo,プエルトリコ(PR),2855,州立,0.6004,Arecibo,Finca las Dunas Carr 653 Ruta 129 Km 8,00614-4010,都市部,www.upra.edu/,N/A,0.468,N/A,N/A,N/A,N/A,,,,
University of Puerto Rico-Bayamon,プエルトリコ(PR),3022,州立,0.9323,Bayamon,Road 174 #170 Minillas Industrial Park,959,都市部,www.uprb.edu/,N/A,0.3905,N/A,N/A,N/A,N/A,,,,
University of Puerto Rico-Carolina,プエルトリコ(PR),2197,州立,0.5542,Carolina,Carretera 887 Bo San Anton,00984-4800,郊外,www.uprc.edu/,N/A,0.4318,N/A,N/A,N/A,N/A,,,,
University of Puerto Rico at Cayey,プエルトリコ(PR),2200,州立,0.4932,Cayey,205 Antonio R. Barcelo Ave.,00737-2230,郊外,www.cayey.upr.edu/,N/A,0.4722,N/A,N/A,N/A,N/A,,,,
University of Puerto Rico-Humacao,プエルトリコ(PR),2591,州立,0.5205,Humacao,Call Box 860,792,郊外,www.upr.edu/humacao/,N/A,0.4956,N/A,N/A,N/A,N/A,,,,
University of Puerto Rico-Utuado,プエルトリコ(PR),344,州立,0.6804,Utuado,Carr. # 10 Km. 52.2,641,田舎,www.uprutuado.edu/,4年制,0.163,N/A,N/A,N/A,N/A,,,,
University of Puerto Rico-Mayaguez,プエルトリコ(PR),9999,州立,0.5435,Mayaguez,259 Boulevard Alfonso Valdez,681,都市部,https://www.uprm.edu/,N/A,0.4462,N/A,N/A,N/A,N/A,,,,
University of Puerto Rico-Medical Sciences,プエルトリコ(PR),264,州立,,San Juan,"Rio Piedras Medical Center, Americo Miranda Avenue",00936-5067,都市部,www.rcm.upr.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
University of Puerto Rico at Ponce,プエルトリコ(PR),2123,州立,0.5404,Ponce,2151 Santiago de los Caballeros Avenue,00716-9996,都市部,www.uprp.edu/,N/A,0.4499,N/A,N/A,N/A,N/A,,,,
University of Puerto Rico-Rio Piedras,プエルトリコ(PR),9112,州立,0.5159,San Juan,39 Avenida Ponce de Leon,00931-0000,都市部,https://www.uprrp.edu/,N/A,0.486,N/A,N/A,N/A,N/A,,,,
Universidad Ana G. Mendez-Carolina Campus,プエルトリコ(PR),4651,私立,,Carolina,Carr. # 190 Esq. Calle 220 Bo. Sabana Abajo,00985-0985,郊外,uagm.edu/,N/A,0.3439,N/A,N/A,N/A,N/A,,,,
Universidad del Sagrado Corazon,プエルトリコ(PR),3675,私立,0.5523,Santurce,Calle San Antonio Esq. Calle Rosales Pda 26 1/2,907,都市部,www.sagrado.edu/,N/A,0.4024,N/A,N/A,N/A,N/A,,,,
Seminario Evangelico de Puerto Rico,プエルトリコ(PR),,私立,,San Juan,776 Ponce de Leon Avenue,925,都市部,www.se-pr.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
